,Unnamed: 0.1,Unnamed: 0,class,order,family,genus,species,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d,sciname,assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
57,57,57,Aves,Accipitriformes,Accipitridae,Busarellus,nigricollis,-999,Black-collared Hawk,-999.0,1.75,-999.0,614.0,-999.0,-999.0,-999.0,-999.0,-999.0,64.0,-999.0,-999.0,-999.0,-999.0,-999.0,956.0,613.5,-999.0,-999.0,-999.0,-999.0,52.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Busarellus nigricollis,168782089,22695842,Busarellus nigricollis,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Busarellus,nigricollis,,,,"(Latham, 1790)",Least Concern,,3.1,Decreasing,Global
58,58,58,Aves,Accipitriformes,Accipitridae,Butastur,indicus,-999,Grey-faced Buzzard,726.936,3.0,-999.0,402.0,8.5,-999.0,-999.0,-999.0,-999.0,42.0,-999.0,35.0,8.5,-999.0,-999.0,433.0,400.5,-999.0,-999.0,-999.0,-999.0,44.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Butastur indicus,202433645,22695726,Butastur indicus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Butastur,indicus,,,,"(Gmelin, 1788)",Least Concern,,3.1,Decreasing,Global
60,60,60,Aves,Accipitriformes,Accipitridae,Butastur,rufipennis,-999,Grasshopper Buzzard,-999.0,2.0,-999.0,335.0,-999.0,-999.0,-999.0,-999.0,-999.0,34.0,-999.0,-999.0,-999.0,-999.0,-999.0,344.0,326.0,-999.0,-999.0,-999.0,-999.0,41.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Butastur rufipennis,202553665,22695714,Butastur rufipennis,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Butastur,rufipennis,,,,"(Sundevall, 1851)",Least Concern,,3.1,Decreasing,Global
62,62,62,Aves,Accipitriformes,Accipitridae,Buteo,albigula,-999,White-throated Hawk,726.936,2.0,-999.0,495.0,-999.0,-999.0,-999.0,-999.0,-999.0,48.0,-999.0,-999.0,-999.0,-999.0,-999.0,583.0,432.5,-999.0,-999.0,-999.0,-999.0,40.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteo albigula,131937573,22695900,Buteo albigula,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,albigula,,,,"Philippi, 1899",Least Concern,,3.1,Unknown,Global
63,63,63,Aves,Accipitriformes,Accipitridae,Buteo,albonotatus,-999,Zone-tailed Hawk,-999.0,2.0,-999.0,757.0,-999.0,-999.0,-999.0,-999.0,-999.0,58.0,35.0,38.5,-999.0,-999.0,-999.0,886.0,628.0,-999.0,-999.0,-999.0,-999.0,51.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteo albonotatus,169006783,22695926,Buteo albonotatus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,albonotatus,,,,"Kaup, 1847",Least Concern,,3.1,Stable,Global
64,64,64,Aves,Accipitriformes,Accipitridae,Buteo,augur,-999,Augur Buzzard,1090.404,2.0,1.0,1060.666667,-999.0,-999.0,-999.0,30.0,-999.0,68.0,39.5,48.5,-999.0,-999.0,-999.0,1165.0,988.0,1064.0,-999.0,-999.0,-999.0,51.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteo augur,95040751,22732019,Buteo augur,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,augur,,,,"(Rüppell, 1836)",Least Concern,,3.1,Stable,Global
65,65,65,Aves,Accipitriformes,Accipitridae,Buteo,auguralis,-999,Red-necked Buzzard,-999.0,2.5,-999.0,670.0,-999.0,-999.0,-999.0,-999.0,-999.0,54.0,-999.0,-999.0,-999.0,-999.0,-999.0,760.0,580.0,-999.0,-999.0,-999.0,-999.0,46.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteo auguralis,202595837,22695978,Buteo auguralis,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,auguralis,,,,"Salvadori, 1865",Least Concern,,3.1,Stable,Global
67,67,67,Aves,Accipitriformes,Accipitridae,Buteo,brachyurus,-999,Short-tailed Hawk,726.936,2.0,-999.0,495.0,-999.0,-999.0,-999.0,-999.0,-999.0,48.0,-999.0,-999.0,-999.0,-999.0,-999.0,583.0,432.5,-999.0,-999.0,-999.0,-999.0,40.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteo brachyurus,169004381,22695897,Buteo brachyurus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,brachyurus,,,,"Vieillot, 1816",Least Concern,,3.1,Stable,Global
68,68,68,Aves,Accipitriformes,Accipitridae,Buteo,buteo,-999,Common Buzzard,910.202,3.0,1.0,878.25,28.8,-999.0,-999.0,36.0,-999.0,58.5,35.0,36.75,25.33666667,730.0,-999.0,945.75,781.0,759.0,-999.0,-999.0,-999.0,46.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteo buteo,206634667,61695117,Buteo buteo,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,buteo,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Increasing,Global
69,69,69,Aves,Accipitriformes,Accipitridae,Buteo,galapagoensis,-999,Galapagos Hawk,-999.0,2.35,-999.0,1163.333333,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1365.333333,961.3333333,-999.0,-999.0,-999.0,-999.0,50.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteo galapagoensis,194428673,22695909,Buteo galapagoensis,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,galapagoensis,,,,"(Gould, 1837)",Vulnerable,D1,3.1,Stable,Global
70,70,70,Aves,Accipitriformes,Accipitridae,Buteo,hemilasius,-999,Upland Buzzard,726.936,3.0,1.0,1342.5,-999.0,-999.0,-999.0,-999.0,-999.0,79.0,30.0,45.0,-999.0,-999.0,-999.0,1562.5,1175.0,-999.0,-999.0,-999.0,-999.0,62.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteo hemilasius,202604414,22695967,Buteo hemilasius,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,hemilasius,,,,"Temminck & Schlegel, 1844",Least Concern,,3.1,Stable,Global
71,71,71,Aves,Accipitriformes,Accipitridae,Buteo,jamaicensis,-999,Red-tailed Hawk,730.0,2.75,1.0,1126.0,30.66666667,-999.0,-999.0,57.6,-999.0,68.0,31.0,45.25,25.5,730.0,-999.0,1224.0,1028.0,1053.9,-999.0,-999.0,-999.0,51.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteo jamaicensis,93534834,22695933,Buteo jamaicensis,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,jamaicensis,,,,"(Gmelin, 1788)",Least Concern,,3.1,Increasing,Global
72,72,72,Aves,Accipitriformes,Accipitridae,Buteo,japonicus,-999,Eastern Buzzard,910.202,3.0,1.0,878.25,28.8,-999.0,-999.0,36.0,-999.0,58.5,35.0,36.75,25.33666667,730.0,-999.0,945.75,781.0,759.0,-999.0,-999.0,-999.0,46.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteo japonicus,200958179,22732232,Buteo japonicus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,japonicus,,,,"Temminck & Schlegel, 1844",Least Concern,,3.1,Unknown,Global
73,73,73,Aves,Accipitriformes,Accipitridae,Buteo,lagopus,-999,Rough-legged Buzzard,728.468,4.0,1.0,945.5,18.8,-999.0,-999.0,42.31,-999.0,61.5,29.25,41.0,17.9,730.0,-999.0,1051.5,847.0,951.0,-999.0,-999.0,-999.0,53.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteo lagopus,202640529,22695973,Buteo lagopus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,lagopus,,,,"(Pontoppidan, 1763)",Least Concern,,3.1,Stable,Global
74,74,74,Aves,Accipitriformes,Accipitridae,Buteo,lineatus,-999,Red-shouldered Hawk,545.968,3.2,1.0,616.0,22.41666667,-999.0,-999.0,35.0,-999.0,57.0,33.0,42.0,20.0,365.0,-999.0,676.75,539.0,641.5,-999.0,-999.0,-999.0,42.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteo lineatus,93531542,22695883,Buteo lineatus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,lineatus,,,,"(Gmelin, 1788)",Least Concern,,3.1,Increasing,Global
75,75,75,Aves,Accipitriformes,Accipitridae,Buteo,nitidus,-999,Grey-lined Hawk,726.936,2.0,-999.0,510.5833333,-999.0,-999.0,-999.0,-999.0,-999.0,43.2,32.0,42.0,-999.0,-999.0,-999.0,624.0,429.75,465.0,-999.0,-999.0,-999.0,41.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteo nitidus,168803943,22727766,Buteo nitidus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,nitidus,,,,"(Latham, 1790)",Least Concern,,3.1,Stable,Global
77,77,77,Aves,Accipitriformes,Accipitridae,Buteo,plagiatus,-999,Grey Hawk,726.936,2.0,-999.0,510.5833333,-999.0,-999.0,-999.0,-999.0,-999.0,43.2,32.0,42.0,-999.0,-999.0,-999.0,624.0,429.75,465.0,-999.0,-999.0,-999.0,41.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteo plagiatus,169002997,22727773,Buteo plagiatus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,plagiatus,,,,"(Schlegel, 1862)",Least Concern,,3.1,Stable,Global
78,78,78,Aves,Accipitriformes,Accipitridae,Buteo,platypterus,-999,Broad-winged Hawk,584.4,2.5,1.0,437.0,18.33333333,-999.0,-999.0,28.0,-999.0,41.75,29.5,39.75,16.32,365.0,-999.0,490.0,420.0,397.0,-999.0,-999.0,-999.0,37.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteo platypterus,93532112,22695891,Buteo platypterus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,platypterus,,,,"(Vieillot, 1823)",Least Concern,,3.1,Increasing,Global
79,79,79,Aves,Accipitriformes,Accipitridae,Buteo,regalis,-999,Ferruginous Hawk,730.0,3.75,1.0,1469.5,23.7,-999.0,-999.0,51.6,-999.0,80.0,33.25,46.0,20.0,730.0,-999.0,1775.0,1162.5,1469.5,-999.0,-999.0,-999.0,58.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteo regalis,93535999,22695970,Buteo regalis,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,regalis,,,,"(Gray, 1844)",Least Concern,,3.1,Increasing,Global
81,81,81,Aves,Accipitriformes,Accipitridae,Buteo,rufinus,-999,Long-legged Buzzard,726.936,3.25,1.0,1174.5,8.5,-999.0,-999.0,-999.0,-999.0,73.0,33.0,46.5,8.5,-999.0,-999.0,1314.0,1035.0,-999.0,-999.0,-999.0,-999.0,52.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteo rufinus,202674118,22736562,Buteo rufinus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,rufinus,,,,"(Cretzschmar, 1827)",Least Concern,,3.1,Stable,Global
82,82,82,Aves,Accipitriformes,Accipitridae,Buteo,rufofuscus,-999,Jackal Buzzard,1090.404,2.0,1.0,1062.333333,-999.0,-999.0,-999.0,30.0,-999.0,71.0,39.5,48.5,-999.0,-999.0,-999.0,1330.0,988.0,1064.0,-999.0,-999.0,-999.0,50.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteo rufofuscus,93537350,22695987,Buteo rufofuscus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,rufofuscus,,,,"(Forster, 1798)",Least Concern,,3.1,Stable,Global
83,83,83,Aves,Accipitriformes,Accipitridae,Buteo,socotraensis,-999,Socotra Buzzard,726.936,3.25,1.0,1174.5,8.5,-999.0,-999.0,-999.0,-999.0,73.0,33.0,46.5,8.5,-999.0,-999.0,1314.0,1035.0,-999.0,-999.0,-999.0,-999.0,52.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteo socotraensis,95044893,22732235,Buteo socotraensis,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,socotraensis,,,,"Porter &amp; Kirwan, 2010",Vulnerable,D1,3.1,Stable,Global
84,84,84,Aves,Accipitriformes,Accipitridae,Buteo,solitarius,-999,Hawaiian Hawk,1095.7275,1.0,0.5,505.0,17.0,-999.0,-999.0,35.0,-999.0,62.0,38.0,61.0,17.0,-999.0,-999.0,606.0,414.0,-999.0,43.35,56.3,499.15,41.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteo solitarius,93534506,22695929,Buteo solitarius,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,solitarius,,,,"Peale, 1848",Near Threatened,"B1ab(iii,v);C2a(ii)",3.1,Stable,Global
85,85,85,Aves,Accipitriformes,Accipitridae,Buteo,swainsoni,-999,Swainson's Hawk,730.0,2.5,1.0,969.57,24.08333333,-999.0,-999.0,39.4,-999.0,61.0,32.75,43.0,16.0,730.0,-999.0,1109.0,811.25,958.5,-999.0,-999.0,-999.0,49.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteo swainsoni,93533217,22695903,Buteo swainsoni,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,swainsoni,,,,"Bonaparte, 1838",Least Concern,,3.1,Stable,Global
87,87,87,Aves,Accipitriformes,Accipitridae,Buteo,ventralis,-999,Rufous-tailed Hawk,-999.0,2.0,-999.0,1210.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1285.0,1103.0,-999.0,-999.0,-999.0,-999.0,49.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteo ventralis,93535276,22695936,Buteo ventralis,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteo,ventralis,,,,"Gould, 1837",Vulnerable,D1,3.1,Stable,Global
88,88,88,Aves,Accipitriformes,Accipitridae,Buteogallus,aequinoctialis,-999,Rufous Crab Hawk,-999.0,1.0,-999.0,693.25,-999.0,-999.0,-999.0,-999.0,-999.0,60.0,-999.0,-999.0,-999.0,-999.0,-999.0,752.5,594.5,-999.0,-999.0,-999.0,-999.0,44.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteogallus aequinoctialis,131937283,22695808,Buteogallus aequinoctialis,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteogallus,aequinoctialis,,,,"(Gmelin, 1788)",Near Threatened,A2bc+3bc+4bc,3.1,Decreasing,Global
89,89,89,Aves,Accipitriformes,Accipitridae,Buteogallus,anthracinus,-999,Common Black Hawk,730.0,1.5,1.0,996.0,13.5,-999.0,-999.0,-999.0,-999.0,65.0,38.25,46.5,13.5,730.0,-999.0,1199.0,793.0,972.5,-999.0,-999.0,-999.0,53.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteogallus anthracinus,169000910,22735514,Buteogallus anthracinus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteogallus,anthracinus,,,,"(Depp, 1830)",Least Concern,,3.1,Decreasing,Global
91,91,91,Aves,Accipitriformes,Accipitridae,Buteogallus,gundlachii,-999,Cuban Black Hawk,730.0,1.5,1.0,945.0,13.5,-999.0,-999.0,-999.0,-999.0,65.0,38.25,46.5,13.5,730.0,-999.0,1199.0,793.0,972.5,-999.0,-999.0,-999.0,53.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteogallus gundlachii,154466769,22735287,Buteogallus gundlachii,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteogallus,gundlachii,,,,"(Cabanis, 1855)",Near Threatened,C2a(ii); D1,3.1,Decreasing,Global
92,92,92,Aves,Accipitriformes,Accipitridae,Buteogallus,meridionalis,-999,Savanna Hawk,-999.0,1.0,-999.0,808.0,-999.0,-999.0,-999.0,-999.0,-999.0,74.25,-999.0,-999.0,-999.0,-999.0,-999.0,893.4,849.0,808.0,-999.0,-999.0,-999.0,55.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteogallus meridionalis,168793019,22695832,Buteogallus meridionalis,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteogallus,meridionalis,,,,"(Latham, 1790)",Least Concern,,3.1,Stable,Global
95,95,95,Aves,Accipitriformes,Accipitridae,Buteogallus,urubitinga,-999,Great Black Hawk,-999.0,1.2,-999.0,1230.0,-999.0,-999.0,-999.0,-999.0,-999.0,79.5,-999.0,-999.0,-999.0,-999.0,-999.0,1248.0,1065.0,-999.0,-999.0,-999.0,-999.0,61.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Buteogallus urubitinga,168797108,22695827,Buteogallus urubitinga,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteogallus,urubitinga,,,,"(Gmelin, 1788)",Least Concern,,3.1,Decreasing,Global
97,97,97,Aves,Accipitriformes,Accipitridae,Chondrohierax,uncinatus,-999,Hook-billed Kite,-999.0,2.0,-999.0,288.75,-999.0,-999.0,-999.0,-999.0,-999.0,48.8,-999.0,-999.0,-999.0,-999.0,-999.0,310.0,264.0,-999.0,-999.0,-999.0,-999.0,45.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Chondrohierax uncinatus,168997614,22694971,Chondrohierax uncinatus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Chondrohierax,uncinatus,,,,"(Temminck, 1822)",Least Concern,,3.1,Decreasing,Global
98,98,98,Aves,Accipitriformes,Accipitridae,Chondrohierax,wilsonii,-999,Cuban Kite,-999.0,2.0,-999.0,288.75,-999.0,-999.0,-999.0,-999.0,-999.0,48.8,-999.0,-999.0,-999.0,-999.0,-999.0,310.0,264.0,-999.0,-999.0,-999.0,-999.0,45.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Chondrohierax wilsonii,181241481,22728485,Chondrohierax wilsonii,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Chondrohierax,wilsonii,,,,"(Cassin, 1847)",Critically Endangered,C2a(ii),3.1,Decreasing,Global
99,99,99,Aves,Accipitriformes,Accipitridae,Circaetus,beaudouini,-999,Beaudouin's Snake Eagle,1274.436,1.0,1.0,1717.25,17.3,-999.0,-999.0,90.0,-999.0,136.0,46.5,72.5,17.3,1095.0,-999.0,1774.5,1664.0,2970.0,-999.0,-999.0,-999.0,64.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Circaetus beaudouini,177899052,22732272,Circaetus beaudouini,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Circaetus,beaudouini,,,,"Verreaux & Des Murs, 1862",Vulnerable,A2bcd+3bcd+4bcd,3.1,Decreasing,Global
102,102,102,Aves,Accipitriformes,Accipitridae,Circaetus,fasciolatus,-999,Southern Banded Snake Eagle,-999.0,1.0,-999.0,1021.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1100.0,938.5,-999.0,-999.0,-999.0,-999.0,57.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Circaetus fasciolatus,200956033,22695277,Circaetus fasciolatus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Circaetus,fasciolatus,,,,"Kaup, 1850",Near Threatened,A2c+3c+4c; D1,3.1,Decreasing,Global
103,103,103,Aves,Accipitriformes,Accipitridae,Circaetus,gallicus,-999,Short-toed Snake Eagle,1274.436,1.0,1.0,1717.25,17.3,-999.0,-999.0,90.0,-999.0,136.0,46.5,72.5,17.3,1095.0,-999.0,1774.5,1664.0,2970.0,-999.0,-999.0,-999.0,66.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Circaetus gallicus,203141317,22734216,Circaetus gallicus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Circaetus,gallicus,,,,"(Gmelin, 1788)",Least Concern,,3.1,Stable,Global
104,104,104,Aves,Accipitriformes,Accipitridae,Circaetus,pectoralis,-999,Black-chested Snake Eagle,1274.436,1.0,1.0,1717.25,17.3,-999.0,-999.0,90.0,-999.0,136.0,46.5,72.5,17.3,1095.0,-999.0,1774.5,1664.0,1750.0,-999.0,-999.0,-999.0,66.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Circaetus pectoralis,203290883,22734223,Circaetus pectoralis,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Circaetus,pectoralis,,,,"A. Smith, 1829",Least Concern,,3.1,Stable,Global
105,105,105,Aves,Accipitriformes,Accipitridae,Circus,aeruginosus,-999,Western Marsh Harrier,819.335,4.75,1.0,607.0,20.1,-999.0,-999.0,26.5,-999.0,40.0,34.5,37.5,18.2,730.0,-999.0,741.5,552.5,584.5,-999.0,-999.0,-999.0,48.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Circus aeruginosus,203357709,22695344,Circus aeruginosus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Circus,aeruginosus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
106,106,106,Aves,Accipitriformes,Accipitridae,Circus,approximans,-999,Swamp Harrier,-999.0,3.77,-999.0,752.5,18.0,-999.0,-999.0,-999.0,-999.0,40.0,-999.0,-999.0,17.25,-999.0,-999.0,870.0,640.0,750.0,-999.0,-999.0,-999.0,54.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Circus approximans,111781121,22695363,Circus approximans,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Circus,approximans,,,,"Peale, 1848",Least Concern,,3.1,Stable,Global
107,107,107,Aves,Accipitriformes,Accipitridae,Circus,assimilis,-999,Spotted Harrier,-999.0,3.0,-999.0,521.25,-999.0,-999.0,-999.0,-999.0,-999.0,42.0,-999.0,-999.0,-999.0,-999.0,-999.0,654.25,465.0,-999.0,-999.0,-999.0,-999.0,55.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Circus assimilis,93505852,22695376,Circus assimilis,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Circus,assimilis,,,,"Jardine & Selby, 1828",Least Concern,,3.1,Stable,Global
108,108,108,Aves,Accipitriformes,Accipitridae,Circus,buffoni,-999,Long-winged Harrier,-999.0,3.75,-999.0,519.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,612.5,423.5,-999.0,-999.0,-999.0,-999.0,53.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Circus buffoni,93505570,22695373,Circus buffoni,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Circus,buffoni,,,,"(Gmelin, 1788)",Least Concern,,3.1,Decreasing,Global
109,109,109,Aves,Accipitriformes,Accipitridae,Circus,cinereus,-999,Cinereous Harrier,-999.0,3.75,-999.0,468.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,471.25,337.0,-999.0,-999.0,-999.0,-999.0,43.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Circus cinereus,93506437,22695393,Circus cinereus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Circus,cinereus,,,,"Vieillot, 1816",Least Concern,,3.1,Decreasing,Global
110,110,110,Aves,Accipitriformes,Accipitridae,Circus,cyaneus,-999,Hen Harrier,584.4,4.5,1.0,436.5,17.1,-999.0,-999.0,21.8,-999.0,31.0,31.0,36.25,16.74983333,365.0,-999.0,522.5,346.0,436.5,-999.0,-999.0,-999.0,46.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Circus cyaneus,200497981,22727733,Circus cyaneus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Circus,cyaneus,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Decreasing,Global
111,111,111,Aves,Accipitriformes,Accipitridae,Circus,hudsonius,-999,Northern Harrier,584.4,4.5,1.0,436.5,17.1,-999.0,-999.0,21.8,-999.0,31.0,31.0,36.25,16.41666667,365.0,-999.0,522.5,346.0,436.5,-999.0,-999.0,-999.0,45.75,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Circus hudsonius,94959659,22727740,Circus hudsonius,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Circus,hudsonius,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Decreasing,Global
112,112,112,Aves,Accipitriformes,Accipitridae,Circus,macrosceles,-999,Malagasy Harrier,-999.0,4.0,-999.0,655.75,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,711.5,600.0,-999.0,-999.0,-999.0,-999.0,48.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Circus macrosceles,93505217,22695368,Circus macrosceles,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Circus,macrosceles,,,,"Newton, 1863",Endangered,C2a(i); D,3.1,Decreasing,Global
